Tanggal,SUM of IHSG
Sun Jan 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),6898.98
Mon Jan 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),6872.48
Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6839.34
Wed Feb 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),6862.26
Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),6890.57
Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),6911.73
Sat Feb 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),6911.73
Sun Feb 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),6911.73
Mon Feb 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),6873.79
Tue Feb 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),6935.3
Wed Feb 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),6940.12
Thu Feb 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),6897.37
Fri Feb 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),6880.33
Sat Feb 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),6880.33
Sun Feb 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),6880.33
Mon Feb 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),6900.14
Tue Feb 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),6941.85
Wed Feb 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),6914.54
Thu Feb 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),6895.66
Fri Feb 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),6895.71
Sat Feb 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),6895.71
Sun Feb 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),6895.71
Mon Feb 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),6894.72
Tue Feb 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),6873.4
Wed Feb 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),6809.97
Thu Feb 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),6839.45
Fri Feb 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),6856.58
Sat Feb 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),6856.58
Sun Feb 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),6856.58
Mon Feb 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),6854.78
Tue Feb 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),6843.24
Wed Mar 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),6844.94
Thu Mar 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),6857.42
Fri Mar 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),6813.64
Sat Mar 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),6813.64
Sun Mar 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),6813.64
Mon Mar 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),6807
Tue Mar 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),6766.76
Wed Mar 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),6776.37
Thu Mar 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),6799.79
Fri Mar 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),6765.3
Sat Mar 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),6765.3
Sun Mar 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),6765.3
Mon Mar 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),6786.96
Tue Mar 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),6641.81
Wed Mar 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),6628.14
Thu Mar 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),6565.73
Fri Mar 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),6678.24
Sat Mar 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),6678.24
Sun Mar 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),6678.24
Mon Mar 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),6612.49
Tue Mar 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),6691.61
Wed Mar 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),6691.61
Thu Mar 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),6691.61
Fri Mar 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),6762.25
Sat Mar 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),6762.25
Sun Mar 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),6762.25
Mon Mar 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),6708.93
Tue Mar 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),6760.33
Wed Mar 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),6839.44
Thu Mar 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),6808.95
Fri Mar 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6805.28
Sat Apr 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),6805.28
Sun Apr 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),6805.28
Mon Apr 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),6827.17
Tue Apr 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),6833.18
Wed Apr 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),6819.67
Thu Apr 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),6792.77
Fri Apr 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),6792.77
Sat Apr 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),6792.77
Sun Apr 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),6792.77
Mon Apr 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),6771.23
Tue Apr 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),6811.31
Wed Apr 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),6798.96
Thu Apr 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),6785.6
Fri Apr 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),6818.57
Sat Apr 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),6818.57
Sun Apr 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),6818.57
Mon Apr 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),6787.58
Tue Apr 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),6821.81
Wed Apr 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),6821.81
Thu Apr 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),6821.81
Fri Apr 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),6821.81
Sat Apr 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),6821.81
Sun Apr 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),6821.81
Mon Apr 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),6821.81
Tue Apr 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),6821.81
Wed Apr 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),6910.15
Thu Apr 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),6945.48
Fri Apr 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),6915.72
Sat Apr 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),6915.72
Sun Apr 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),6915.72
Mon May 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),6915.72
Tue May 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),6863.3
Wed May 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),6812.72
Thu May 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),6844.03
Fri May 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),6787.63
Sat May 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),6787.63
Sun May 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),6787.63
Mon May 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),6769.63
Tue May 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),6779.98
Wed May 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),6811.9
Thu May 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),6755.94
Fri May 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),6707.76
Sat May 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),6707.76
Sun May 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),6707.76
Mon May 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),6711.74
Tue May 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),6676.56
Wed May 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),6663.11
Thu May 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),6663.11
Fri May 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),6700.56
Sat May 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),6700.56
Sun May 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),6700.56
Mon May 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),6729.65
Tue May 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),6736.68
Wed May 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),6745.8
Thu May 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),6704.23
Fri May 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),6687
Sat May 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),6687
Sun May 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),6687
Mon May 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),6681.1
Tue May 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),6636.42
Wed May 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6633.26
Thu Jun 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),6633.26
Fri Jun 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),6633.26
Sat Jun 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),6633.26
Sun Jun 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),6633.26
Mon Jun 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),6633.44
Tue Jun 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),6618.92
Wed Jun 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),6619.75
Thu Jun 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),6666.33
Fri Jun 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),6694.02
Sat Jun 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),6694.02
Sun Jun 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),6694.02
Mon Jun 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),6722.37
Tue Jun 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),6719.01
Wed Jun 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),6699.72
Thu Jun 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),6713.79
Fri Jun 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),6698.55
Sat Jun 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),6698.55
Sun Jun 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),6698.55
Mon Jun 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),6686.06
Tue Jun 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),6660.46
Wed Jun 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),6702.63
Thu Jun 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),6652.26
Fri Jun 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),6639.73
Sat Jun 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),6639.73
Sun Jun 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),6639.73
Mon Jun 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),6664.67
Tue Jun 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),6661.88
Wed Jun 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),6661.88
Thu Jun 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),6661.88
Fri Jun 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),6661.88
Sat Jul 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),6661.88
Sun Jul 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),6661.88
Mon Jul 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),6696.72
Tue Jul 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),6681.75
Wed Jul 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),6718.98
Thu Jul 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),6757.33
Fri Jul 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),6716.46
Sat Jul 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),6716.46
Sun Jul 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),6716.46
Mon Jul 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),6731.04
Tue Jul 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),6796.92
Wed Jul 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),6808.21
Thu Jul 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),6810.21
Fri Jul 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),6869.57
Sat Jul 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),6869.57
Sun Jul 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),6869.57
Mon Jul 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),6867.14
Tue Jul 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),6830.2
Wed Jul 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),6830.2
Thu Jul 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),6864.19
Fri Jul 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),6880.8
Sat Jul 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),6880.8
Sun Jul 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),6880.8
Mon Jul 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),6899.4
Tue Jul 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),6917.71
Wed Jul 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),6948.28
Thu Jul 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),6896.66
Fri Jul 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),6900.23
Sat Jul 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),6900.23
Sun Jul 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),6900.23
Mon Jul 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6931.36
Tue Aug 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),6886.5
Wed Aug 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),6854.51
Thu Aug 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),6898.08
Fri Aug 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),6852.84
Sat Aug 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),6852.84
Sun Aug 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),6852.84
Mon Aug 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),6886.37
Tue Aug 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),6868.81
Wed Aug 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),6875.11
Thu Aug 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),6893.28
Fri Aug 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),6879.98
Sat Aug 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),6879.98
Sun Aug 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),6879.98
Mon Aug 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),6910.17
Tue Aug 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),6915.1
Wed Aug 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),6900.54
Thu Aug 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),6900.54
Fri Aug 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),6859.91
Sat Aug 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),6859.91
Sun Aug 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),6859.91
Mon Aug 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),6866.03
Tue Aug 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),6916.45
Wed Aug 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),6921.41
Thu Aug 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),6899.39
Fri Aug 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),6895.44
Sat Aug 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),6895.44
Sun Aug 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),6895.44
Mon Aug 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),6921.73
Tue Aug 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),6957.83
Wed Aug 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),6966.66
Thu Aug 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6953.26
Fri Sep 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),6977.65
Sat Sep 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),6977.65
Sun Sep 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),6977.65
Mon Sep 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),6996.75
Tue Sep 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),6991.71
Wed Sep 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),6995.95
Thu Sep 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),6954.81
Fri Sep 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),6924.78
Sat Sep 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),6924.78
Sun Sep 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),6924.78
Mon Sep 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),6963.39
Tue Sep 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),6933.97
Wed Sep 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),6935.48
Thu Sep 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),6959.33
Fri Sep 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),6982.79
Sat Sep 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),6982.79
Sun Sep 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),6982.79
Mon Sep 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),6936.08
Tue Sep 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),6980.32
Wed Sep 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),7011.68
Thu Sep 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),6991.47
Fri Sep 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),7016.84
Sat Sep 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),7016.84
Sun Sep 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),7016.84
Mon Sep 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),6998.38
Tue Sep 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),6923.8
Wed Sep 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),6937.83
Thu Sep 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),6937.83
Fri Sep 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),6939.89
Sat Sep 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),6939.89
Sun Oct 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),6939.89
Mon Oct 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),6961.46
Tue Oct 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),6940.89
Wed Oct 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),6886.58
Thu Oct 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),6874.83
Fri Oct 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),6888.52
Sat Oct 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),6888.52
Sun Oct 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),6888.52
Mon Oct 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),6891.46
Tue Oct 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),6922.19
Wed Oct 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),6931.75
Thu Oct 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),6935.15
Fri Oct 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),6926.78
Sat Oct 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),6926.78
Sun Oct 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),6926.78
Mon Oct 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),6896.29
Tue Oct 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),6939.62
Wed Oct 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),6927.91
Thu Oct 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),6846.43
Fri Oct 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),6849.17
Sat Oct 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),6849.17
Sun Oct 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),6849.17
Mon Oct 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),6741.96
Tue Oct 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),6806.76
Wed Oct 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),6834.39
Thu Oct 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),6714.52
Fri Oct 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),6758.79
Sat Oct 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),6758.79
Sun Oct 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),6758.79
Mon Oct 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),6735.89
Tue Oct 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6752.21
Wed Nov 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),6642.42
Thu Nov 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),6751.39
Fri Nov 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),6788.85
Sat Nov 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),6788.85
Sun Nov 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),6788.85
Mon Nov 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),6878.84
Tue Nov 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),6843.79
Wed Nov 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),6804.11
Thu Nov 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),6838.23
Fri Nov 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),6809.26
Sat Nov 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),6809.26
Sun Nov 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),6809.26
Mon Nov 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),6838.31
Tue Nov 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),6862.06
Wed Nov 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),6958.21
Thu Nov 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),6958.01
Fri Nov 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),6977.67
Sat Nov 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),6977.67
Sun Nov 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),6977.67
Mon Nov 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),6994.89
Tue Nov 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),6961.79
Wed Nov 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),6906.95
Thu Nov 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),7004.34
Fri Nov 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),7009.63
Sat Nov 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),7009.63
Sun Nov 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),7009.63
Mon Nov 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),7013.41
Tue Nov 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),7041.07
Wed Nov 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),7036.09
Thu Nov 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),7080.74
Fri Dec 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),7059.91
Sat Dec 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),7059.91
Sun Dec 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),7059.91
Mon Dec 04 2023 00:00:00 GMT+0700 (Western Indonesia Time),7093.6
Tue Dec 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),7100.85
Wed Dec 06 2023 00:00:00 GMT+0700 (Western Indonesia Time),7087.4
Thu Dec 07 2023 00:00:00 GMT+0700 (Western Indonesia Time),7134.62
Fri Dec 08 2023 00:00:00 GMT+0700 (Western Indonesia Time),7159.6
Sat Dec 09 2023 00:00:00 GMT+0700 (Western Indonesia Time),7159.6
Sun Dec 10 2023 00:00:00 GMT+0700 (Western Indonesia Time),7159.6
Mon Dec 11 2023 00:00:00 GMT+0700 (Western Indonesia Time),7088.79
Tue Dec 12 2023 00:00:00 GMT+0700 (Western Indonesia Time),7125.31
Wed Dec 13 2023 00:00:00 GMT+0700 (Western Indonesia Time),7075.34
Thu Dec 14 2023 00:00:00 GMT+0700 (Western Indonesia Time),7176.02
Fri Dec 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),7190.99
Sat Dec 16 2023 00:00:00 GMT+0700 (Western Indonesia Time),7190.99
Sun Dec 17 2023 00:00:00 GMT+0700 (Western Indonesia Time),7190.99
Mon Dec 18 2023 00:00:00 GMT+0700 (Western Indonesia Time),7119.52
Tue Dec 19 2023 00:00:00 GMT+0700 (Western Indonesia Time),7187.85
Wed Dec 20 2023 00:00:00 GMT+0700 (Western Indonesia Time),7219.67
Thu Dec 21 2023 00:00:00 GMT+0700 (Western Indonesia Time),7209.62
Fri Dec 22 2023 00:00:00 GMT+0700 (Western Indonesia Time),7237.52
Sat Dec 23 2023 00:00:00 GMT+0700 (Western Indonesia Time),7237.52
Sun Dec 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),7237.52
Mon Dec 25 2023 00:00:00 GMT+0700 (Western Indonesia Time),7237.52
Tue Dec 26 2023 00:00:00 GMT+0700 (Western Indonesia Time),7237.52
Wed Dec 27 2023 00:00:00 GMT+0700 (Western Indonesia Time),7245.92
Thu Dec 28 2023 00:00:00 GMT+0700 (Western Indonesia Time),7303.89
Fri Dec 29 2023 00:00:00 GMT+0700 (Western Indonesia Time),7272.8
Sat Dec 30 2023 00:00:00 GMT+0700 (Western Indonesia Time),7272.8
Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),7272.8
Mon Jan 01 2024 00:00:00 GMT+0700 (Western Indonesia Time),7272.8
Tue Jan 02 2024 00:00:00 GMT+0700 (Western Indonesia Time),7323.59
Wed Jan 03 2024 00:00:00 GMT+0700 (Western Indonesia Time),7279.09
Thu Jan 04 2024 00:00:00 GMT+0700 (Western Indonesia Time),7359.76
Fri Jan 05 2024 00:00:00 GMT+0700 (Western Indonesia Time),7350.62
