Tanggal,Kurs,Tanggal,24 May 2024
Tue Jul 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),14813,21 July 2020,14813
Wed Jul 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),14655,22 July 2020,14655
Thu Jul 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),14669,23 July 2020,14669
Fri Jul 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),14614,24 July 2020,14614
Mon Jul 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),14605,27 July 2020,14605
Tue Jul 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),14543,28 July 2020,14543
Wed Jul 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),14570,29 July 2020,14570
Thu Jul 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),14653,30 July 2020,14653
Mon Aug 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),14713,03 August 2020,14713
Tue Aug 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),14697,04 August 2020,14697
Wed Aug 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),14623,05 August 2020,14623
Thu Aug 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),14587,06 August 2020,14587
Fri Aug 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),14647,07 August 2020,14647
Mon Aug 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),14750,10 August 2020,14750
Tue Aug 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),14728,11 August 2020,14728
Wed Aug 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),14777,12 August 2020,14777
Thu Aug 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),14877,13 August 2020,14877
Fri Aug 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),14917,14 August 2020,14917
Tue Aug 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),14907,18 August 2020,14907
Wed Aug 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),14786,19 August 2020,14786
Mon Aug 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),14794,24 August 2020,14794
Tue Aug 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),14632,25 August 2020,14632
Wed Aug 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),14636,26 August 2020,14636
Thu Aug 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),14714,27 August 2020,14714
Fri Aug 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),14702,28 August 2020,14702
Mon Aug 31 2020 00:00:00 GMT+0700 (Western Indonesia Time),14554,31 August 2020,14554
Tue Sep 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),14615,01 September 2020,14615
Wed Sep 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),14804,02 September 2020,14804
Thu Sep 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),14818,03 September 2020,14818
Fri Sep 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),14792,04 September 2020,14792
Mon Sep 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),14754,07 September 2020,14754
Tue Sep 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),14798,08 September 2020,14798
Wed Sep 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),14853,09 September 2020,14853
Thu Sep 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),14871,10 September 2020,14871
Fri Sep 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),14979,11 September 2020,14979
Mon Sep 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),14974,14 September 2020,14974
Tue Sep 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),14870,15 September 2020,14870
Wed Sep 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),14844,16 September 2020,14844
Thu Sep 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),14878,17 September 2020,14878
Fri Sep 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),14768,18 September 2020,14768
Mon Sep 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),14723,21 September 2020,14723
Tue Sep 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),14782,22 September 2020,14782
Wed Sep 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),14835,23 September 2020,14835
Thu Sep 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),14949,24 September 2020,14949
Fri Sep 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),14951,25 September 2020,14951
Mon Sep 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),14959,28 September 2020,14959
Tue Sep 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),14920,29 September 2020,14920
Wed Sep 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),14918,30 September 2020,14918
Thu Oct 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),14876,01 October 2020,14876
Fri Oct 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),14890,02 October 2020,14890
Mon Oct 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),14867,05 October 2020,14867
Tue Oct 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),14712,06 October 2020,14712
Wed Oct 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),14784,07 October 2020,14784
Thu Oct 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),14750,08 October 2020,14750
Fri Oct 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),14737,09 October 2020,14737
Mon Oct 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),14746,12 October 2020,14746
Tue Oct 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),14793,13 October 2020,14793
Wed Oct 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),14780,14 October 2020,14780
Thu Oct 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),14760,15 October 2020,14760
Fri Oct 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),14766,16 October 2020,14766
Mon Oct 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),14741,19 October 2020,14741
Tue Oct 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),14729,20 October 2020,14729
Wed Oct 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),14658,21 October 2020,14658
Thu Oct 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),14697,22 October 2020,14697
Fri Oct 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),14738,23 October 2020,14738
Mon Oct 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),14697,26 October 2020,14697
Tue Oct 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),14690,27 October 2020,14690
Mon Nov 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),14718,02 November 2020,14718
Tue Nov 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),14609,03 November 2020,14609
Wed Nov 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),14557,04 November 2020,14557
Thu Nov 05 2020 00:00:00 GMT+0700 (Western Indonesia Time),14439,05 November 2020,14439
Fri Nov 06 2020 00:00:00 GMT+0700 (Western Indonesia Time),14321,06 November 2020,14321
Mon Nov 09 2020 00:00:00 GMT+0700 (Western Indonesia Time),14172,09 November 2020,14172
Tue Nov 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),14015,10 November 2020,14015
Wed Nov 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),14076,11 November 2020,14076
Thu Nov 12 2020 00:00:00 GMT+0700 (Western Indonesia Time),14187,12 November 2020,14187
Fri Nov 13 2020 00:00:00 GMT+0700 (Western Indonesia Time),14222,13 November 2020,14222
Mon Nov 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),14139,16 November 2020,14139
Tue Nov 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),14073,17 November 2020,14073
Wed Nov 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),14118,18 November 2020,14118
Thu Nov 19 2020 00:00:00 GMT+0700 (Western Indonesia Time),14167,19 November 2020,14167
Fri Nov 20 2020 00:00:00 GMT+0700 (Western Indonesia Time),14228,20 November 2020,14228
Mon Nov 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),14164,23 November 2020,14164
Tue Nov 24 2020 00:00:00 GMT+0700 (Western Indonesia Time),14196,24 November 2020,14196
Wed Nov 25 2020 00:00:00 GMT+0700 (Western Indonesia Time),14169,25 November 2020,14169
Thu Nov 26 2020 00:00:00 GMT+0700 (Western Indonesia Time),14130,26 November 2020,14130
Fri Nov 27 2020 00:00:00 GMT+0700 (Western Indonesia Time),14145,27 November 2020,14145
Mon Nov 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),14128,30 November 2020,14128
Tue Dec 01 2020 00:00:00 GMT+0700 (Western Indonesia Time),14178,01 December 2020,14178
Wed Dec 02 2020 00:00:00 GMT+0700 (Western Indonesia Time),14164,02 December 2020,14164
Thu Dec 03 2020 00:00:00 GMT+0700 (Western Indonesia Time),14177,03 December 2020,14177
Fri Dec 04 2020 00:00:00 GMT+0700 (Western Indonesia Time),14182,04 December 2020,14182
Mon Dec 07 2020 00:00:00 GMT+0700 (Western Indonesia Time),14135,07 December 2020,14135
Tue Dec 08 2020 00:00:00 GMT+0700 (Western Indonesia Time),14164,08 December 2020,14164
Thu Dec 10 2020 00:00:00 GMT+0700 (Western Indonesia Time),14130,10 December 2020,14130
Fri Dec 11 2020 00:00:00 GMT+0700 (Western Indonesia Time),14102,11 December 2020,14102
Mon Dec 14 2020 00:00:00 GMT+0700 (Western Indonesia Time),14158,14 December 2020,14158
Tue Dec 15 2020 00:00:00 GMT+0700 (Western Indonesia Time),14171,15 December 2020,14171
Wed Dec 16 2020 00:00:00 GMT+0700 (Western Indonesia Time),14151,16 December 2020,14151
Thu Dec 17 2020 00:00:00 GMT+0700 (Western Indonesia Time),14152,17 December 2020,14152
Fri Dec 18 2020 00:00:00 GMT+0700 (Western Indonesia Time),14146,18 December 2020,14146
Mon Dec 21 2020 00:00:00 GMT+0700 (Western Indonesia Time),14180,21 December 2020,14180
Tue Dec 22 2020 00:00:00 GMT+0700 (Western Indonesia Time),14218,22 December 2020,14218
Wed Dec 23 2020 00:00:00 GMT+0700 (Western Indonesia Time),14282,23 December 2020,14282
Mon Dec 28 2020 00:00:00 GMT+0700 (Western Indonesia Time),14184,28 December 2020,14184
Tue Dec 29 2020 00:00:00 GMT+0700 (Western Indonesia Time),14169,29 December 2020,14169
Wed Dec 30 2020 00:00:00 GMT+0700 (Western Indonesia Time),14105,30 December 2020,14105
Mon Jan 04 2021 00:00:00 GMT+0700 (Western Indonesia Time),13903,04 January 2021,13903
Tue Jan 05 2021 00:00:00 GMT+0700 (Western Indonesia Time),13945,05 January 2021,13945
Wed Jan 06 2021 00:00:00 GMT+0700 (Western Indonesia Time),13926,06 January 2021,13926
Thu Jan 07 2021 00:00:00 GMT+0700 (Western Indonesia Time),13938,07 January 2021,13938
Fri Jan 08 2021 00:00:00 GMT+0700 (Western Indonesia Time),14058,08 January 2021,14058
Mon Jan 11 2021 00:00:00 GMT+0700 (Western Indonesia Time),14155,11 January 2021,14155
Tue Jan 12 2021 00:00:00 GMT+0700 (Western Indonesia Time),14231,12 January 2021,14231
Wed Jan 13 2021 00:00:00 GMT+0700 (Western Indonesia Time),14109,13 January 2021,14109
Thu Jan 14 2021 00:00:00 GMT+0700 (Western Indonesia Time),14119,14 January 2021,14119
Fri Jan 15 2021 00:00:00 GMT+0700 (Western Indonesia Time),14068,15 January 2021,14068
Mon Jan 18 2021 00:00:00 GMT+0700 (Western Indonesia Time),14080,18 January 2021,14080
Tue Jan 19 2021 00:00:00 GMT+0700 (Western Indonesia Time),14086,19 January 2021,14086
Wed Jan 20 2021 00:00:00 GMT+0700 (Western Indonesia Time),14065,20 January 2021,14065
Thu Jan 21 2021 00:00:00 GMT+0700 (Western Indonesia Time),14039,21 January 2021,14039
Fri Jan 22 2021 00:00:00 GMT+0700 (Western Indonesia Time),14054,22 January 2021,14054
Mon Jan 25 2021 00:00:00 GMT+0700 (Western Indonesia Time),14082,25 January 2021,14082
Tue Jan 26 2021 00:00:00 GMT+0700 (Western Indonesia Time),14086,26 January 2021,14086
Wed Jan 27 2021 00:00:00 GMT+0700 (Western Indonesia Time),14091,27 January 2021,14091
Thu Jan 28 2021 00:00:00 GMT+0700 (Western Indonesia Time),14119,28 January 2021,14119
Fri Jan 29 2021 00:00:00 GMT+0700 (Western Indonesia Time),14084,29 January 2021,14084
Mon Feb 01 2021 00:00:00 GMT+0700 (Western Indonesia Time),14042,01 February 2021,14042
Tue Feb 02 2021 00:00:00 GMT+0700 (Western Indonesia Time),14044,02 February 2021,14044
Wed Feb 03 2021 00:00:00 GMT+0700 (Western Indonesia Time),14017,03 February 2021,14017
Thu Feb 04 2021 00:00:00 GMT+0700 (Western Indonesia Time),14036,04 February 2021,14036
Fri Feb 05 2021 00:00:00 GMT+0700 (Western Indonesia Time),14062,05 February 2021,14062
Mon Feb 08 2021 00:00:00 GMT+0700 (Western Indonesia Time),14000,08 February 2021,14000
Tue Feb 09 2021 00:00:00 GMT+0700 (Western Indonesia Time),14000,09 February 2021,14000
Wed Feb 10 2021 00:00:00 GMT+0700 (Western Indonesia Time),13989,10 February 2021,13989
Thu Feb 11 2021 00:00:00 GMT+0700 (Western Indonesia Time),14011,11 February 2021,14011
Mon Feb 15 2021 00:00:00 GMT+0700 (Western Indonesia Time),13946,15 February 2021,13946
Tue Feb 16 2021 00:00:00 GMT+0700 (Western Indonesia Time),13875,16 February 2021,13875
Wed Feb 17 2021 00:00:00 GMT+0700 (Western Indonesia Time),14019,17 February 2021,14019
Thu Feb 18 2021 00:00:00 GMT+0700 (Western Indonesia Time),14059,18 February 2021,14059
Fri Feb 19 2021 00:00:00 GMT+0700 (Western Indonesia Time),14085,19 February 2021,14085
Mon Feb 22 2021 00:00:00 GMT+0700 (Western Indonesia Time),14098,22 February 2021,14098
Tue Feb 23 2021 00:00:00 GMT+0700 (Western Indonesia Time),14126,23 February 2021,14126
Wed Feb 24 2021 00:00:00 GMT+0700 (Western Indonesia Time),14089,24 February 2021,14089
Thu Feb 25 2021 00:00:00 GMT+0700 (Western Indonesia Time),14104,25 February 2021,14104
Fri Feb 26 2021 00:00:00 GMT+0700 (Western Indonesia Time),14229,26 February 2021,14229
Mon Mar 01 2021 00:00:00 GMT+0700 (Western Indonesia Time),14300,01 March 2021,14300
Tue Mar 02 2021 00:00:00 GMT+0700 (Western Indonesia Time),14307,02 March 2021,14307
Wed Mar 03 2021 00:00:00 GMT+0700 (Western Indonesia Time),14334,03 March 2021,14334
Thu Mar 04 2021 00:00:00 GMT+0700 (Western Indonesia Time),14299,04 March 2021,14299
Fri Mar 05 2021 00:00:00 GMT+0700 (Western Indonesia Time),14371,05 March 2021,14371
Mon Mar 08 2021 00:00:00 GMT+0700 (Western Indonesia Time),14390,08 March 2021,14390
Tue Mar 09 2021 00:00:00 GMT+0700 (Western Indonesia Time),14468,09 March 2021,14468
Wed Mar 10 2021 00:00:00 GMT+0700 (Western Indonesia Time),14421,10 March 2021,14421
Fri Mar 12 2021 00:00:00 GMT+0700 (Western Indonesia Time),14371,12 March 2021,14371
Mon Mar 15 2021 00:00:00 GMT+0700 (Western Indonesia Time),14418,15 March 2021,14418
Tue Mar 16 2021 00:00:00 GMT+0700 (Western Indonesia Time),14424,16 March 2021,14424
Wed Mar 17 2021 00:00:00 GMT+0700 (Western Indonesia Time),14459,17 March 2021,14459
Thu Mar 18 2021 00:00:00 GMT+0700 (Western Indonesia Time),14412,18 March 2021,14412
Fri Mar 19 2021 00:00:00 GMT+0700 (Western Indonesia Time),14476,19 March 2021,14476
Mon Mar 22 2021 00:00:00 GMT+0700 (Western Indonesia Time),14456,22 March 2021,14456
Tue Mar 23 2021 00:00:00 GMT+0700 (Western Indonesia Time),14421,23 March 2021,14421
Wed Mar 24 2021 00:00:00 GMT+0700 (Western Indonesia Time),14455,24 March 2021,14455
Thu Mar 25 2021 00:00:00 GMT+0700 (Western Indonesia Time),14464,25 March 2021,14464
Fri Mar 26 2021 00:00:00 GMT+0700 (Western Indonesia Time),14446,26 March 2021,14446
Mon Mar 29 2021 00:00:00 GMT+0700 (Western Indonesia Time),14434,29 March 2021,14434
Tue Mar 30 2021 00:00:00 GMT+0700 (Western Indonesia Time),14481,30 March 2021,14481
Wed Mar 31 2021 00:00:00 GMT+0700 (Western Indonesia Time),14572,31 March 2021,14572
Thu Apr 01 2021 00:00:00 GMT+0700 (Western Indonesia Time),14577,01 April 2021,14577
Mon Apr 05 2021 00:00:00 GMT+0700 (Western Indonesia Time),14533,05 April 2021,14533
Tue Apr 06 2021 00:00:00 GMT+0700 (Western Indonesia Time),14519,06 April 2021,14519
Wed Apr 07 2021 00:00:00 GMT+0700 (Western Indonesia Time),14513,07 April 2021,14513
Thu Apr 08 2021 00:00:00 GMT+0700 (Western Indonesia Time),14580,08 April 2021,14580
Fri Apr 09 2021 00:00:00 GMT+0700 (Western Indonesia Time),14580,09 April 2021,14580
Mon Apr 12 2021 00:00:00 GMT+0700 (Western Indonesia Time),14631,12 April 2021,14631
Tue Apr 13 2021 00:00:00 GMT+0700 (Western Indonesia Time),14648,13 April 2021,14648
Wed Apr 14 2021 00:00:00 GMT+0700 (Western Indonesia Time),14633,14 April 2021,14633
Thu Apr 15 2021 00:00:00 GMT+0700 (Western Indonesia Time),14646,15 April 2021,14646
Fri Apr 16 2021 00:00:00 GMT+0700 (Western Indonesia Time),14592,16 April 2021,14592
Mon Apr 19 2021 00:00:00 GMT+0700 (Western Indonesia Time),14568,19 April 2021,14568
Tue Apr 20 2021 00:00:00 GMT+0700 (Western Indonesia Time),14508,20 April 2021,14508
Wed Apr 21 2021 00:00:00 GMT+0700 (Western Indonesia Time),14549,21 April 2021,14549
Thu Apr 22 2021 00:00:00 GMT+0700 (Western Indonesia Time),14530,22 April 2021,14530
Fri Apr 23 2021 00:00:00 GMT+0700 (Western Indonesia Time),14548,23 April 2021,14548
Mon Apr 26 2021 00:00:00 GMT+0700 (Western Indonesia Time),14489,26 April 2021,14489
Tue Apr 27 2021 00:00:00 GMT+0700 (Western Indonesia Time),14497,27 April 2021,14497
Wed Apr 28 2021 00:00:00 GMT+0700 (Western Indonesia Time),14510,28 April 2021,14510
Thu Apr 29 2021 00:00:00 GMT+0700 (Western Indonesia Time),14468,29 April 2021,14468
Fri Apr 30 2021 00:00:00 GMT+0700 (Western Indonesia Time),14453,30 April 2021,14453
Mon May 03 2021 00:00:00 GMT+0700 (Western Indonesia Time),14467,03 May 2021,14467
Tue May 04 2021 00:00:00 GMT+0700 (Western Indonesia Time),14431,04 May 2021,14431
Wed May 05 2021 00:00:00 GMT+0700 (Western Indonesia Time),14439,05 May 2021,14439
Thu May 06 2021 00:00:00 GMT+0700 (Western Indonesia Time),14364,06 May 2021,14364
Fri May 07 2021 00:00:00 GMT+0700 (Western Indonesia Time),14289,07 May 2021,14289
Mon May 10 2021 00:00:00 GMT+0700 (Western Indonesia Time),14198,10 May 2021,14198
Tue May 11 2021 00:00:00 GMT+0700 (Western Indonesia Time),14203,11 May 2021,14203
Mon May 17 2021 00:00:00 GMT+0700 (Western Indonesia Time),14284,17 May 2021,14284
Tue May 18 2021 00:00:00 GMT+0700 (Western Indonesia Time),14300,18 May 2021,14300
Wed May 19 2021 00:00:00 GMT+0700 (Western Indonesia Time),14313,19 May 2021,14313
Thu May 20 2021 00:00:00 GMT+0700 (Western Indonesia Time),14396,20 May 2021,14396
Fri May 21 2021 00:00:00 GMT+0700 (Western Indonesia Time),14375,21 May 2021,14375
Mon May 24 2021 00:00:00 GMT+0700 (Western Indonesia Time),14362,24 May 2021,14362
Tue May 25 2021 00:00:00 GMT+0700 (Western Indonesia Time),14335,25 May 2021,14335
Thu May 27 2021 00:00:00 GMT+0700 (Western Indonesia Time),14312,27 May 2021,14312
Fri May 28 2021 00:00:00 GMT+0700 (Western Indonesia Time),14310,28 May 2021,14310
Mon May 31 2021 00:00:00 GMT+0700 (Western Indonesia Time),14292,31 May 2021,14292
Wed Jun 02 2021 00:00:00 GMT+0700 (Western Indonesia Time),14276,02 June 2021,14276
Thu Jun 03 2021 00:00:00 GMT+0700 (Western Indonesia Time),14297,03 June 2021,14297
Fri Jun 04 2021 00:00:00 GMT+0700 (Western Indonesia Time),14316,04 June 2021,14316
Mon Jun 07 2021 00:00:00 GMT+0700 (Western Indonesia Time),14271,07 June 2021,14271
Tue Jun 08 2021 00:00:00 GMT+0700 (Western Indonesia Time),14262,08 June 2021,14262
Wed Jun 09 2021 00:00:00 GMT+0700 (Western Indonesia Time),14262,09 June 2021,14262
Thu Jun 10 2021 00:00:00 GMT+0700 (Western Indonesia Time),14240,10 June 2021,14240
Fri Jun 11 2021 00:00:00 GMT+0700 (Western Indonesia Time),14206,11 June 2021,14206
Mon Jun 14 2021 00:00:00 GMT+0700 (Western Indonesia Time),14222,14 June 2021,14222
Tue Jun 15 2021 00:00:00 GMT+0700 (Western Indonesia Time),14244,15 June 2021,14244
Wed Jun 16 2021 00:00:00 GMT+0700 (Western Indonesia Time),14257,16 June 2021,14257
Thu Jun 17 2021 00:00:00 GMT+0700 (Western Indonesia Time),14378,17 June 2021,14378
Fri Jun 18 2021 00:00:00 GMT+0700 (Western Indonesia Time),14403,18 June 2021,14403
Mon Jun 21 2021 00:00:00 GMT+0700 (Western Indonesia Time),14453,21 June 2021,14453
Tue Jun 22 2021 00:00:00 GMT+0700 (Western Indonesia Time),14421,22 June 2021,14421
Wed Jun 23 2021 00:00:00 GMT+0700 (Western Indonesia Time),14454,23 June 2021,14454
Thu Jun 24 2021 00:00:00 GMT+0700 (Western Indonesia Time),14462,24 June 2021,14462
Fri Jun 25 2021 00:00:00 GMT+0700 (Western Indonesia Time),14447,25 June 2021,14447
Mon Jun 28 2021 00:00:00 GMT+0700 (Western Indonesia Time),14472,28 June 2021,14472
Tue Jun 29 2021 00:00:00 GMT+0700 (Western Indonesia Time),14496,29 June 2021,14496
Wed Jun 30 2021 00:00:00 GMT+0700 (Western Indonesia Time),14542,30 June 2021,14542
Thu Jul 01 2021 00:00:00 GMT+0700 (Western Indonesia Time),14539,01 July 2021,14539
Fri Jul 02 2021 00:00:00 GMT+0700 (Western Indonesia Time),14564,02 July 2021,14564
Mon Jul 05 2021 00:00:00 GMT+0700 (Western Indonesia Time),14482,05 July 2021,14482
Tue Jul 06 2021 00:00:00 GMT+0700 (Western Indonesia Time),14468,06 July 2021,14468
Wed Jul 07 2021 00:00:00 GMT+0700 (Western Indonesia Time),14500,07 July 2021,14500
Thu Jul 08 2021 00:00:00 GMT+0700 (Western Indonesia Time),14548,08 July 2021,14548
Fri Jul 09 2021 00:00:00 GMT+0700 (Western Indonesia Time),14548,09 July 2021,14548
Mon Jul 12 2021 00:00:00 GMT+0700 (Western Indonesia Time),14486,12 July 2021,14486
Tue Jul 13 2021 00:00:00 GMT+0700 (Western Indonesia Time),14486,13 July 2021,14486
Wed Jul 14 2021 00:00:00 GMT+0700 (Western Indonesia Time),14493,14 July 2021,14493
Thu Jul 15 2021 00:00:00 GMT+0700 (Western Indonesia Time),14503,15 July 2021,14503
Fri Jul 16 2021 00:00:00 GMT+0700 (Western Indonesia Time),14517,16 July 2021,14517
Mon Jul 19 2021 00:00:00 GMT+0700 (Western Indonesia Time),14524,19 July 2021,14524
Wed Jul 21 2021 00:00:00 GMT+0700 (Western Indonesia Time),14554,21 July 2021,14554
Thu Jul 22 2021 00:00:00 GMT+0700 (Western Indonesia Time),14508,22 July 2021,14508
Fri Jul 23 2021 00:00:00 GMT+0700 (Western Indonesia Time),14501,23 July 2021,14501
Mon Jul 26 2021 00:00:00 GMT+0700 (Western Indonesia Time),14494,26 July 2021,14494
Tue Jul 27 2021 00:00:00 GMT+0700 (Western Indonesia Time),14489,27 July 2021,14489
Wed Jul 28 2021 00:00:00 GMT+0700 (Western Indonesia Time),14498,28 July 2021,14498
Thu Jul 29 2021 00:00:00 GMT+0700 (Western Indonesia Time),14491,29 July 2021,14491
Fri Jul 30 2021 00:00:00 GMT+0700 (Western Indonesia Time),14462,30 July 2021,14462
Mon Aug 02 2021 00:00:00 GMT+0700 (Western Indonesia Time),14456,02 August 2021,14456
Tue Aug 03 2021 00:00:00 GMT+0700 (Western Indonesia Time),14362,03 August 2021,14362
Wed Aug 04 2021 00:00:00 GMT+0700 (Western Indonesia Time),14324,04 August 2021,14324
Thu Aug 05 2021 00:00:00 GMT+0700 (Western Indonesia Time),14342,05 August 2021,14342
Fri Aug 06 2021 00:00:00 GMT+0700 (Western Indonesia Time),14369,06 August 2021,14369
Mon Aug 09 2021 00:00:00 GMT+0700 (Western Indonesia Time),14378,09 August 2021,14378
Tue Aug 10 2021 00:00:00 GMT+0700 (Western Indonesia Time),14397,10 August 2021,14397
Thu Aug 12 2021 00:00:00 GMT+0700 (Western Indonesia Time),14389,12 August 2021,14389
Fri Aug 13 2021 00:00:00 GMT+0700 (Western Indonesia Time),14388,13 August 2021,14388
Mon Aug 16 2021 00:00:00 GMT+0700 (Western Indonesia Time),14383,16 August 2021,14383
Wed Aug 18 2021 00:00:00 GMT+0700 (Western Indonesia Time),14384,18 August 2021,14384
Thu Aug 19 2021 00:00:00 GMT+0700 (Western Indonesia Time),14414,19 August 2021,14414
Fri Aug 20 2021 00:00:00 GMT+0700 (Western Indonesia Time),14464,20 August 2021,14464
Mon Aug 23 2021 00:00:00 GMT+0700 (Western Indonesia Time),14415,23 August 2021,14415
Tue Aug 24 2021 00:00:00 GMT+0700 (Western Indonesia Time),14391,24 August 2021,14391
Wed Aug 25 2021 00:00:00 GMT+0700 (Western Indonesia Time),14408,25 August 2021,14408
Thu Aug 26 2021 00:00:00 GMT+0700 (Western Indonesia Time),14423,26 August 2021,14423
Fri Aug 27 2021 00:00:00 GMT+0700 (Western Indonesia Time),14431,27 August 2021,14431
Mon Aug 30 2021 00:00:00 GMT+0700 (Western Indonesia Time),14374,30 August 2021,14374
Tue Aug 31 2021 00:00:00 GMT+0700 (Western Indonesia Time),14306,31 August 2021,14306
Wed Sep 01 2021 00:00:00 GMT+0700 (Western Indonesia Time),14284,01 September 2021,14284
Thu Sep 02 2021 00:00:00 GMT+0700 (Western Indonesia Time),14281,02 September 2021,14281
Fri Sep 03 2021 00:00:00 GMT+0700 (Western Indonesia Time),14261,03 September 2021,14261
Mon Sep 06 2021 00:00:00 GMT+0700 (Western Indonesia Time),14239,06 September 2021,14239
Tue Sep 07 2021 00:00:00 GMT+0700 (Western Indonesia Time),14195,07 September 2021,14195
Wed Sep 08 2021 00:00:00 GMT+0700 (Western Indonesia Time),14266,08 September 2021,14266
Thu Sep 09 2021 00:00:00 GMT+0700 (Western Indonesia Time),14272,09 September 2021,14272
Fri Sep 10 2021 00:00:00 GMT+0700 (Western Indonesia Time),14225,10 September 2021,14225
Mon Sep 13 2021 00:00:00 GMT+0700 (Western Indonesia Time),14260,13 September 2021,14260
Tue Sep 14 2021 00:00:00 GMT+0700 (Western Indonesia Time),14257,14 September 2021,14257
Wed Sep 15 2021 00:00:00 GMT+0700 (Western Indonesia Time),14252,15 September 2021,14252
Thu Sep 16 2021 00:00:00 GMT+0700 (Western Indonesia Time),14238,16 September 2021,14238
Fri Sep 17 2021 00:00:00 GMT+0700 (Western Indonesia Time),14233,17 September 2021,14233
Mon Sep 20 2021 00:00:00 GMT+0700 (Western Indonesia Time),14251,20 September 2021,14251
Tue Sep 21 2021 00:00:00 GMT+0700 (Western Indonesia Time),14244,21 September 2021,14244
Wed Sep 22 2021 00:00:00 GMT+0700 (Western Indonesia Time),14249,22 September 2021,14249
Thu Sep 23 2021 00:00:00 GMT+0700 (Western Indonesia Time),14256,23 September 2021,14256
