Tanggal,Kurs,Tanggal,24 May 2024
Wed Jan 24 2024 00:00:00 GMT+0700 (Western Indonesia Time),15719,24 January 2024,15719
Thu Jan 25 2024 00:00:00 GMT+0700 (Western Indonesia Time),15767,25 January 2024,15767
Fri Jan 26 2024 00:00:00 GMT+0700 (Western Indonesia Time),15829,26 January 2024,15829
Mon Jan 29 2024 00:00:00 GMT+0700 (Western Indonesia Time),15825,29 January 2024,15825
Tue Jan 30 2024 00:00:00 GMT+0700 (Western Indonesia Time),15796,30 January 2024,15796
Wed Jan 31 2024 00:00:00 GMT+0700 (Western Indonesia Time),15803,31 January 2024,15803
Thu Feb 01 2024 00:00:00 GMT+0700 (Western Indonesia Time),15775,01 February 2024,15775
Fri Feb 02 2024 00:00:00 GMT+0700 (Western Indonesia Time),15688,02 February 2024,15688
Mon Feb 05 2024 00:00:00 GMT+0700 (Western Indonesia Time),15705,05 February 2024,15705
Tue Feb 06 2024 00:00:00 GMT+0700 (Western Indonesia Time),15734,06 February 2024,15734
Wed Feb 07 2024 00:00:00 GMT+0700 (Western Indonesia Time),15685,07 February 2024,15685
Mon Feb 12 2024 00:00:00 GMT+0700 (Western Indonesia Time),15612,12 February 2024,15612
Tue Feb 13 2024 00:00:00 GMT+0700 (Western Indonesia Time),15585,13 February 2024,15585
Thu Feb 15 2024 00:00:00 GMT+0700 (Western Indonesia Time),15606,15 February 2024,15606
Fri Feb 16 2024 00:00:00 GMT+0700 (Western Indonesia Time),15654,16 February 2024,15654
Mon Feb 19 2024 00:00:00 GMT+0700 (Western Indonesia Time),15630,19 February 2024,15630
Tue Feb 20 2024 00:00:00 GMT+0700 (Western Indonesia Time),15659,20 February 2024,15659
Wed Feb 21 2024 00:00:00 GMT+0700 (Western Indonesia Time),15658,21 February 2024,15658
Thu Feb 22 2024 00:00:00 GMT+0700 (Western Indonesia Time),15630,22 February 2024,15630
Fri Feb 23 2024 00:00:00 GMT+0700 (Western Indonesia Time),15589,23 February 2024,15589
Mon Feb 26 2024 00:00:00 GMT+0700 (Western Indonesia Time),15635,26 February 2024,15635
Tue Feb 27 2024 00:00:00 GMT+0700 (Western Indonesia Time),15655,27 February 2024,15655
Wed Feb 28 2024 00:00:00 GMT+0700 (Western Indonesia Time),15673,28 February 2024,15673
Thu Feb 29 2024 00:00:00 GMT+0700 (Western Indonesia Time),15715,29 February 2024,15715
Fri Mar 01 2024 00:00:00 GMT+0700 (Western Indonesia Time),15696,01 March 2024,15696
Mon Mar 04 2024 00:00:00 GMT+0700 (Western Indonesia Time),15723,04 March 2024,15723
Tue Mar 05 2024 00:00:00 GMT+0700 (Western Indonesia Time),15756,05 March 2024,15756
Wed Mar 06 2024 00:00:00 GMT+0700 (Western Indonesia Time),15723,06 March 2024,15723
Thu Mar 07 2024 00:00:00 GMT+0700 (Western Indonesia Time),15658,07 March 2024,15658
Fri Mar 08 2024 00:00:00 GMT+0700 (Western Indonesia Time),15603,08 March 2024,15603
Wed Mar 13 2024 00:00:00 GMT+0700 (Western Indonesia Time),15576,13 March 2024,15576
Thu Mar 14 2024 00:00:00 GMT+0700 (Western Indonesia Time),15582,14 March 2024,15582
Fri Mar 15 2024 00:00:00 GMT+0700 (Western Indonesia Time),15624,15 March 2024,15624
Mon Mar 18 2024 00:00:00 GMT+0700 (Western Indonesia Time),15672,18 March 2024,15672
Tue Mar 19 2024 00:00:00 GMT+0700 (Western Indonesia Time),15712,19 March 2024,15712
Wed Mar 20 2024 00:00:00 GMT+0700 (Western Indonesia Time),15727,20 March 2024,15727
Thu Mar 21 2024 00:00:00 GMT+0700 (Western Indonesia Time),15662,21 March 2024,15662
Fri Mar 22 2024 00:00:00 GMT+0700 (Western Indonesia Time),15773,22 March 2024,15773
Mon Mar 25 2024 00:00:00 GMT+0700 (Western Indonesia Time),15795,25 March 2024,15795
Tue Mar 26 2024 00:00:00 GMT+0700 (Western Indonesia Time),15797,26 March 2024,15797
Wed Mar 27 2024 00:00:00 GMT+0700 (Western Indonesia Time),15853,27 March 2024,15853
Thu Mar 28 2024 00:00:00 GMT+0700 (Western Indonesia Time),15873,28 March 2024,15873
Mon Apr 01 2024 00:00:00 GMT+0700 (Western Indonesia Time),15909,01 April 2024,15909
Tue Apr 02 2024 00:00:00 GMT+0700 (Western Indonesia Time),15934,02 April 2024,15934
Wed Apr 03 2024 00:00:00 GMT+0700 (Western Indonesia Time),15923,03 April 2024,15923
Thu Apr 04 2024 00:00:00 GMT+0700 (Western Indonesia Time),15907,04 April 2024,15907
Fri Apr 05 2024 00:00:00 GMT+0700 (Western Indonesia Time),15873,05 April 2024,15873
Tue Apr 16 2024 00:00:00 GMT+0700 (Western Indonesia Time),16176,16 April 2024,16176
Wed Apr 17 2024 00:00:00 GMT+0700 (Western Indonesia Time),16240,17 April 2024,16240
Thu Apr 18 2024 00:00:00 GMT+0700 (Western Indonesia Time),16177,18 April 2024,16177
Fri Apr 19 2024 00:00:00 GMT+0700 (Western Indonesia Time),16280,19 April 2024,16280
Mon Apr 22 2024 00:00:00 GMT+0700 (Western Indonesia Time),16224,22 April 2024,16224
Tue Apr 23 2024 00:00:00 GMT+0700 (Western Indonesia Time),16244,23 April 2024,16244
Wed Apr 24 2024 00:00:00 GMT+0700 (Western Indonesia Time),16161,24 April 2024,16161
Thu Apr 25 2024 00:00:00 GMT+0700 (Western Indonesia Time),16208,25 April 2024,16208
Fri Apr 26 2024 00:00:00 GMT+0700 (Western Indonesia Time),16222,26 April 2024,16222
Mon Apr 29 2024 00:00:00 GMT+0700 (Western Indonesia Time),16249,29 April 2024,16249
Tue Apr 30 2024 00:00:00 GMT+0700 (Western Indonesia Time),16276,30 April 2024,16276
Thu May 02 2024 00:00:00 GMT+0700 (Western Indonesia Time),16202,02 May 2024,16202
Fri May 03 2024 00:00:00 GMT+0700 (Western Indonesia Time),16094,03 May 2024,16094
Mon May 06 2024 00:00:00 GMT+0700 (Western Indonesia Time),16025,06 May 2024,16025
Tue May 07 2024 00:00:00 GMT+0700 (Western Indonesia Time),16054,07 May 2024,16054
Wed May 08 2024 00:00:00 GMT+0700 (Western Indonesia Time),16081,08 May 2024,16081
Mon May 13 2024 00:00:00 GMT+0700 (Western Indonesia Time),16085,13 May 2024,16085
Tue May 14 2024 00:00:00 GMT+0700 (Western Indonesia Time),16131,14 May 2024,16131
Wed May 15 2024 00:00:00 GMT+0700 (Western Indonesia Time),16070,15 May 2024,16070
Thu May 16 2024 00:00:00 GMT+0700 (Western Indonesia Time),15944,16 May 2024,15944
Fri May 17 2024 00:00:00 GMT+0700 (Western Indonesia Time),15978,17 May 2024,15978
Mon May 20 2024 00:00:00 GMT+0700 (Western Indonesia Time),15980,20 May 2024,15980
Tue May 21 2024 00:00:00 GMT+0700 (Western Indonesia Time),16024,21 May 2024,16024
Wed May 22 2024 23:58:00 GMT+0700 (Western Indonesia Time),16040.7,22 May 2024,16040.7
Thu May 23 2024 23:58:00 GMT+0700 (Western Indonesia Time),16102,23 May 2024,16102
Fri May 24 2024 23:58:00 GMT+0700 (Western Indonesia Time),16060.85,24 May 2024,16060.85
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
